"name","length","exp number of AAs in TMHs","exp number of AAs in TMHs in the first 60 AAs","predicted number of TMH","topology"
"YP_003856893.1","118","0.00","0.00","0","o"
"YP_003856894.1","93","0.00","0.00","0","o"
"YP_003856895.1","141","0.00","0.00","0","o"
"YP_003856896.1","204","0.05","0.00","0","o"
"YP_003856898.1","145","0.00","0.00","0","i"
"YP_003856897.1","282","0.10","0.00","0","o"
"YP_003856899.1","1277","69.90","0.00","2","o475-497i588-610o"
"YP_003856900.1","378","0.00","0.00","0","o"
"YP_003856901.1","588","0.05","0.00","0","o"
"YP_003856902.1","158","0.09","0.06","0","o"
"YP_003856903.1","360","0.86","0.79","0","o"
"YP_003856904.1","102","0.00","0.00","0","i"
"YP_003856905.1","810","0.13","0.01","0","o"
"YP_003856906.1","337","0.41","0.01","0","o"
"YP_003856907.1","123","0.07","0.00","0","o"
"YP_003856908.1","551","0.00","0.00","0","o"
"YP_003856909.1","284","1.43","0.00","0","o"
"YP_003856910.1","146","64.41","9.83","3","o63-80i87-106o111-133i"
"YP_003856911.1","112","19.68","19.62","1","o10-27i"
"YP_003856912.1","83","0.00","0.00","0","o"
"YP_003856913.1","402","0.00","0.00","0","o"
"YP_003856914.1","143","0.00","0.00","0","i"
"YP_003856915.1","96","0.01","0.00","0","o"
"YP_003856916.1","229","0.00","0.00","0","o"
"YP_003856917.1","229","0.01","0.00","0","o"
"YP_003856918.1","100","9.24","9.24","0","o"
"YP_003856919.1","362","0.01","0.00","0","o"
"YP_003856920.1","297","156.27","29.17","7","o20-42i55-77o92-114i127-149o169-191i204-226o231-253i"
"YP_003856921.1","126","0.01","0.01","0","o"
"YP_003856922.1","79","0.13","0.09","0","i"
"YP_003856923.1","88","0.00","0.00","0","o"
"YP_003856924.1","116","0.01","0.00","0","i"
"YP_003856925.1","55","24.22","24.22","1","i25-47o"
"YP_003856926.1","70","1.05","1.05","0","o"
"YP_003856927.1","263","0.13","0.00","0","o"
"YP_003856928.1","87","0.02","0.01","0","o"
"YP_003856929.1","286","0.02","0.00","0","o"
"YP_003856930.1","56","8.85","8.85","0","i"
"YP_003856931.1","116","13.49","13.45","0","o"
"YP_003856932.1","122","0.00","0.00","0","i"
"YP_003856933.1","92","0.00","0.00","0","o"
"YP_003856934.1","67","0.00","0.00","0","i"
"YP_003856935.1","184","0.01","0.00","0","o"
"YP_003856936.1","88","0.00","0.00","0","o"
"YP_003856937.1","106","0.01","0.00","0","o"
"YP_003856938.1","54","0.01","0.01","0","o"
"YP_003856939.1","295","0.01","0.00","0","o"
"YP_003856940.1","77","0.12","0.10","0","o"
"YP_003856941.1","71","0.00","0.00","0","o"
"YP_003856942.1","39","0.00","0.00","0","i"
"YP_003856943.1","169","0.02","0.01","0","o"
"YP_003856944.1","80","0.01","0.01","0","o"
"YP_003856945.1","123","0.00","0.00","0","o"
"YP_003856946.1","872","0.04","0.00","0","o"
"YP_003856947.1","236","0.09","0.00","0","o"
"YP_003856948.1","153","0.00","0.00","0","o"
"YP_003856949.1","67","0.00","0.00","0","i"
"YP_003856950.1","395","0.00","0.00","0","o"
"YP_003856951.1","77","0.08","0.07","0","o"
"YP_003856952.1","90","0.03","0.02","0","i"
"YP_003856953.1","91","13.41","13.41","1","o4-26i"
"YP_003856954.1","43","0.00","0.00","0","i"
"YP_003856955.1","299","87.55","37.49","4","i13-35o45-64i77-99o114-136i"
"YP_003856956.1","158","0.00","0.00","0","o"
"YP_003856957.1","121","0.70","0.51","0","o"
"YP_003856958.1","65","3.08","3.08","0","o"
"YP_003856959.1","70","0.00","0.00","0","i"
"YP_003856960.1","395","0.12","0.03","0","o"
"YP_003856961.1","128","0.00","0.00","0","o"
"YP_003856962.1","183","0.45","0.00","0","o"
"YP_003856963.1","177","0.00","0.00","0","o"
"YP_003856964.1","53","0.00","0.00","0","o"
"YP_003856965.1","273","0.00","0.00","0","o"
"YP_003856966.1","65","0.00","0.00","0","i"
"YP_003856967.1","71","0.04","0.04","0","i"
"YP_003856968.1","89","0.00","0.00","0","o"
"YP_003856969.1","87","0.00","0.00","0","i"
"YP_003856970.1","115","0.00","0.00","0","o"
"YP_003856971.1","76","0.00","0.00","0","o"
"YP_003856972.1","60","0.41","0.41","0","o"
"YP_003856973.1","100","0.01","0.00","0","i"
"YP_003856974.1","77","0.00","0.00","0","o"
"YP_003856975.1","60","0.15","0.15","0","o"
"YP_003856976.1","84","0.00","0.00","0","o"
"YP_003856977.1","75","0.15","0.15","0","o"
"YP_003856978.1","67","0.00","0.00","0","o"
"YP_003856979.1","78","0.00","0.00","0","o"
"YP_003856980.1","473","18.86","0.00","1","i79-101o"
"YP_003856981.1","517","0.02","0.00","0","o"
"YP_003856982.1","857","0.00","0.00","0","o"
"YP_003856983.1","61","0.00","0.00","0","i"
"YP_003856984.1","180","0.00","0.00","0","o"
"YP_003856985.1","311","0.29","0.00","0","o"
"YP_003856986.1","128","0.02","0.00","0","o"
"YP_003856987.1","118","0.00","0.00","0","o"
"YP_003856988.1","93","0.00","0.00","0","o"
"YP_003856989.1","141","0.00","0.00","0","o"
"YP_003856990.1","204","0.06","0.00","0","o"
"YP_003856992.1","146","0.00","0.00","0","i"
"YP_003856991.1","283","0.09","0.00","0","o"
"YP_003856993.1","1278","79.12","0.00","2","o476-498i589-611o"
"YP_003856994.1","378","0.00","0.00","0","o"
"YP_003856995.1","588","0.05","0.00","0","o"
"YP_003856996.1","158","0.09","0.06","0","o"
"YP_003856997.1","360","0.87","0.79","0","o"
"YP_003856998.1","102","0.01","0.00","0","i"
"YP_003856999.1","810","0.09","0.01","0","o"
"YP_003857000.1","337","0.36","0.01","0","o"
"YP_003857001.1","123","0.08","0.01","0","o"
"YP_003857002.1","551","0.00","0.00","0","o"
"YP_003857003.1","290","1.43","0.00","0","o"
"YP_003857004.1","146","67.55","12.70","3","o63-80i87-106o111-133i"
"YP_003857005.1","113","22.07","22.05","1","o5-27i"
"YP_003857006.1","83","0.00","0.00","0","o"
"YP_003857007.1","402","0.00","0.00","0","o"
"YP_003857008.1","167","0.00","0.00","0","o"
"YP_003857009.1","96","0.00","0.00","0","o"
"YP_003857010.1","228","0.01","0.00","0","o"
"YP_003857011.1","228","0.01","0.00","0","o"
"YP_003857012.1","92","0.25","0.25","0","o"
"YP_003857013.1","362","0.01","0.00","0","o"
"YP_003857014.1","264","134.44","23.38","6","i21-40o60-82i89-111o135-157i169-191o201-223i"
"YP_003857015.1","125","0.00","0.00","0","o"
"YP_003857016.1","79","0.13","0.09","0","i"
"YP_003857017.1","88","0.00","0.00","0","o"
"YP_003857018.1","112","0.00","0.00","0","i"
"YP_003857019.1","55","23.77","23.77","1","i25-47o"
"YP_003857020.1","71","0.46","0.46","0","o"
"YP_003857021.1","263","0.09","0.00","0","o"
"YP_003857022.1","87","0.02","0.01","0","o"
"YP_003857023.1","316","0.01","0.00","0","o"
"YP_003857024.1","57","6.97","6.97","0","i"
"YP_003857025.1","116","13.67","13.57","0","o"
"YP_003857026.1","126","0.00","0.00","0","i"
"YP_003857027.1","92","0.00","0.00","0","o"
"YP_003857028.1","66","0.01","0.01","0","i"
"YP_003857029.1","184","0.00","0.00","0","o"
"YP_003857030.1","101","0.00","0.00","0","o"
"YP_003857031.1","88","0.00","0.00","0","o"
"YP_003857032.1","106","0.01","0.00","0","o"
"YP_003857033.1","54","0.01","0.01","0","o"
"YP_003857034.1","292","0.00","0.00","0","o"
"YP_003857035.1","64","0.27","0.26","0","o"
"YP_003857036.1","159","10.30","10.30","0","o"
"YP_003857037.1","71","0.00","0.00","0","o"
"YP_003857038.1","39","0.00","0.00","0","i"
"YP_003857039.1","169","0.02","0.01","0","o"
"YP_003857040.1","80","0.00","0.00","0","o"
"YP_003857041.1","69","17.70","17.70","1","i5-27o"
"YP_003857042.1","128","0.00","0.00","0","o"
"YP_003857043.1","872","0.03","0.00","0","o"
"YP_003857044.1","231","0.00","0.00","0","o"
"YP_003857045.1","101","0.01","0.01","0","o"
"YP_003857046.1","153","0.00","0.00","0","o"
"YP_003857047.1","366","0.03","0.00","0","o"
"YP_003857048.1","77","0.06","0.06","0","o"
"YP_003857049.1","90","0.03","0.02","0","i"
"YP_003857050.1","92","0.75","0.75","0","o"
"YP_003857051.1","43","0.00","0.00","0","i"
"YP_003857052.1","297","87.77","37.86","4","i13-35o45-64i77-99o114-136i"
"YP_003857053.1","158","0.00","0.00","0","o"
"YP_003857054.1","57","0.00","0.00","0","o"
"YP_003857055.1","65","3.12","3.12","0","o"
"YP_003857056.1","50","0.01","0.01","0","o"
"YP_003857057.1","395","0.11","0.03","0","o"
"YP_003857058.1","133","0.00","0.00","0","o"
"YP_003857059.1","183","0.09","0.00","0","o"
"YP_003857060.1","183","0.01","0.00","0","o"
"YP_003857061.1","53","0.00","0.00","0","o"
"YP_003857062.1","209","0.00","0.00","0","o"
"YP_003857063.1","65","0.00","0.00","0","i"
"YP_003857064.1","71","0.04","0.04","0","i"
"YP_003857065.1","89","0.00","0.00","0","o"
"YP_003857066.1","76","0.00","0.00","0","o"
"YP_003857067.1","60","0.22","0.22","0","o"
"YP_003857068.1","100","0.01","0.00","0","i"
"YP_003857069.1","286","0.00","0.00","0","o"
"YP_003857070.1","331","0.03","0.01","0","o"
"YP_003857071.1","56","0.00","0.00","0","i"
"YP_003857072.1","204","0.00","0.00","0","o"
"YP_003857073.1","324","0.11","0.00","0","o"
"YP_003857074.1","95","0.00","0.00","0","o"
"YP_003857075.1","110","0.00","0.00","0","i"
"YP_003857076.1","100","0.01","0.00","0","o"
"YP_003857077.1","115","0.03","0.00","0","o"
"YP_003857078.1","127","0.00","0.00","0","o"
"YP_003857079.1","193","0.00","0.00","0","o"
"YP_003857080.1","121","0.06","0.06","0","o"
"YP_003857081.1","114","0.00","0.00","0","o"
"YP_003857082.1","1155","314.34","0.00","13","i264-286o296-318i565-587o602-624i631-653o684-717i738-757o767-789i796-818o823-845i847-869o884-903i910-932o"
"YP_003857083.1","315","0.01","0.01","0","o"
"YP_003857084.1","633","0.03","0.00","0","o"
"YP_003857085.1","636","0.00","0.00","0","o"
"YP_003857086.1","607","0.13","0.00","0","o"
"YP_003857087.1","128","0.00","0.00","0","o"
"YP_003857088.1","58","0.00","0.00","0","o"
"YP_003857089.1","99","22.71","0.00","1","i75-97o"
"YP_003857090.1","632","0.01","0.00","0","o"
"YP_003857091.1","412","0.00","0.00","0","o"
"YP_003857092.1","131","0.04","0.00","0","o"
"YP_003857093.1","84","28.51","28.32","1","i12-34o"
"YP_003857094.1","251","3.17","1.18","0","o"
"YP_003857095.1","326","27.34","25.91","1","i33-55o"
"YP_003857096.1","245","18.94","18.92","1","o15-37i"
"YP_003857097.1","349","0.16","0.00","0","o"
"YP_003857098.1","171","0.50","0.50","0","o"
"YP_003857099.1","180","0.01","0.00","0","o"
"YP_003857100.1","212","0.00","0.00","0","o"
"YP_003857101.1","84","0.00","0.00","0","o"
"YP_003857102.1","263","0.00","0.00","0","o"
"YP_003857103.1","74","0.00","0.00","0","o"
"YP_003857104.1","137","0.00","0.00","0","o"
"YP_003857105.1","73","0.00","0.00","0","i"
"YP_003857106.1","106","0.03","0.00","0","o"
"YP_003857107.1","86","0.00","0.00","0","o"
"YP_003857108.1","60","0.00","0.00","0","o"
"YP_003857109.1","259","0.01","0.01","0","o"
"YP_003857110.1","184","0.00","0.00","0","o"
"YP_003857111.1","223","0.11","0.00","0","o"
"YP_003857112.1","39","0.00","0.00","0","o"
"YP_003857113.1","219","0.00","0.00","0","o"
"YP_003857114.1","256","0.01","0.01","0","o"
"YP_003857115.1","257","0.01","0.00","0","o"
"YP_003857116.1","73","0.00","0.00","0","i"
"YP_003857117.1","134","0.00","0.00","0","i"
"YP_003857118.1","61","0.00","0.00","0","i"
"YP_003857119.1","122","0.00","0.00","0","i"
"YP_003857120.1","80","1.06","1.06","0","i"
"YP_003857121.1","86","0.00","0.00","0","i"
"YP_003857122.1","57","0.02","0.02","0","o"
"YP_003857123.1","93","1.56","1.15","0","i"
"YP_003857124.1","53","0.00","0.00","0","o"
"YP_003857125.1","177","3.12","0.00","0","o"
"YP_003857126.1","68","0.00","0.00","0","i"
"YP_003857127.1","44","0.00","0.00","0","o"
"YP_003857128.1","101","0.00","0.00","0","i"
"YP_003857129.1","48","19.41","19.41","1","i3-22o"
"YP_003857130.1","139","0.00","0.00","0","i"
"YP_003857131.1","150","0.00","0.00","0","o"
"YP_003858287.1","799","0.38","0.00","0","o"
"YP_003858288.1","812","0.08","0.00","0","o"
"YP_003858289.1","934","2.71","0.00","0","o"
"YP_003858286.1","1127","0.03","0.02","0","o"
"YP_003858301.1","299","0.00","0.00","0","o"
"YP_003858302.1","749","0.03","0.00","0","o"
"YP_003858303.1","77","22.28","22.28","1","i12-34o"
"YP_003858304.1","180","0.03","0.02","0","o"
"YP_003858305.1","428","0.79","0.67","0","o"
"YP_003858306.1","631","0.05","0.00","0","o"
"YP_003858307.1","69","0.00","0.00","0","o"
"YP_003858308.1","53","0.00","0.00","0","i"
"YP_003858309.1","145","0.01","0.00","0","o"
"YP_003858310.1","212","0.20","0.11","0","o"
"YP_003858311.1","94","0.01","0.00","0","i"
"YP_003858312.1","196","19.24","19.24","1","o5-24i"
"YP_003858313.1","109","0.12","0.12","0","o"
"YP_003858314.1","69","0.00","0.00","0","o"
"YP_003858315.1","69","0.05","0.05","0","i"
"YP_003858316.1","53","0.00","0.00","0","i"
"YP_003858317.1","98","21.02","20.98","1","o4-24i"
"YP_003858318.1","68","0.07","0.07","0","o"
"YP_003858319.1","47","22.65","22.65","1","i7-29o"
"YP_003858320.1","223","0.00","0.00","0","o"
"YP_003858321.1","103","0.00","0.00","0","o"
"YP_003858322.1","103","0.14","0.00","0","o"
"YP_003858323.1","443","0.02","0.02","0","o"
"YP_003858324.1","95","0.00","0.00","0","o"
"YP_003858325.1","177","0.36","0.00","0","o"
"YP_003858326.1","341","0.00","0.00","0","o"
"YP_003858327.1","73","0.05","0.05","0","o"
"YP_003858328.1","163","0.13","0.00","0","o"
"YP_003858329.1","243","11.28","6.45","0","o"
"YP_003858330.1","132","0.00","0.00","0","o"
"YP_003858331.1","76","45.18","45.10","2","o4-26i33-55o"
"YP_003858332.1","84","0.26","0.26","0","o"
"YP_003858333.1","68","45.76","42.51","2","i7-29o42-64i"
"YP_003858334.1","478","0.25","0.23","0","o"
"YP_003858335.1","101","0.01","0.00","0","i"
"YP_003858336.1","381","15.63","14.57","0","o"
"YP_003858337.1","901","0.00","0.00","0","o"
"YP_003858338.1","106","0.01","0.00","0","o"
"YP_003858339.1","122","0.00","0.00","0","o"
"YP_003858340.1","190","0.01","0.00","0","o"
"YP_003858341.1","332","0.04","0.00","0","o"
"YP_003858342.1","221","0.03","0.03","0","o"
"YP_003858343.1","94","0.01","0.00","0","o"
"YP_003858344.1","327","0.02","0.00","0","o"
"YP_003858345.1","221","0.10","0.01","0","o"
"YP_003858346.1","83","0.03","0.03","0","o"
"YP_003858347.1","87","0.00","0.00","0","o"
"YP_003858348.1","311","0.01","0.01","0","o"
"YP_003858349.1","171","0.22","0.12","0","o"
"YP_003858350.1","75","0.01","0.00","0","i"
"YP_003858351.1","115","0.00","0.00","0","o"
"YP_003858352.1","339","0.02","0.00","0","o"
"YP_003858353.1","93","0.01","0.01","0","o"
"YP_003858354.1","176","0.28","0.00","0","o"
"YP_003858355.1","565","2.54","0.02","0","o"
"YP_003858356.1","191","0.01","0.00","0","o"
"YP_003858357.1","65","0.00","0.00","0","o"
"YP_003858358.1","565","0.02","0.00","0","o"
"YP_003858359.1","75","0.13","0.13","0","o"
"YP_003858360.1","91","0.01","0.01","0","o"
"YP_003858361.1","193","0.01","0.01","0","o"
"YP_003858362.1","284","2.05","0.00","0","o"
"YP_003858363.1","750","0.00","0.00","0","o"
"YP_003858364.1","162","0.10","0.00","0","o"
"YP_003858365.1","391","8.26","0.00","0","o"
"YP_003858366.1","185","0.08","0.02","0","o"
"YP_003858367.1","135","0.05","0.05","0","o"
"YP_003858368.1","370","0.00","0.00","0","o"
"YP_003858369.1","108","21.52","21.52","1","o10-32i"
"YP_003858370.1","108","0.05","0.03","0","o"
"YP_003858371.1","295","0.00","0.00","0","o"
"YP_003858372.1","88","0.02","0.01","0","o"
"YP_003858373.1","83","0.01","0.01","0","i"
"YP_003858374.1","174","0.10","0.00","0","o"
"YP_003858375.1","114","0.00","0.00","0","o"
"YP_003858376.1","83","0.00","0.00","0","i"
"YP_003858377.1","140","0.05","0.00","0","o"
"YP_003858378.1","189","24.13","22.62","1","i9-31o"
"YP_003858379.1","120","0.00","0.00","0","o"
"YP_003858380.1","93","0.00","0.00","0","o"
"YP_003858381.1","97","13.94","11.87","0","i"
"YP_003858382.1","146","0.01","0.00","0","o"
"YP_003858383.1","92","24.70","24.42","1","o37-59i"
"YP_003858384.1","73","0.00","0.00","0","o"
"YP_003858385.1","201","0.06","0.00","0","o"
"YP_003858386.1","183","2.57","0.00","0","o"
"YP_003858387.1","507","0.03","0.00","0","o"
"YP_003858388.1","90","0.00","0.00","0","o"
"YP_003858389.1","59","9.68","9.68","0","i"
"YP_003858390.1","63","0.00","0.00","0","o"
"YP_003858391.1","98","0.00","0.00","0","i"
"YP_003858392.1","124","0.00","0.00","0","o"
"YP_003858393.1","367","0.01","0.00","0","o"
"YP_003858394.1","192","0.00","0.00","0","o"
"YP_003858395.1","581","3.17","0.00","0","o"
"YP_003858396.1","364","1.12","0.04","0","o"
"YP_003858397.1","287","0.13","0.04","0","o"
"YP_003858398.1","247","0.00","0.00","0","o"
"YP_003858399.1","185","0.04","0.00","0","o"
"YP_003858400.1","130","0.00","0.00","0","o"
"YP_003858401.1","165","0.06","0.06","0","o"
"YP_003858402.1","76","0.01","0.01","0","o"
"YP_003858403.1","70","0.00","0.00","0","i"
"YP_003858404.1","214","0.09","0.02","0","o"
"YP_003858405.1","96","0.01","0.00","0","o"
"YP_003858406.1","155","0.22","0.22","0","o"
"YP_003858407.1","63","41.61","41.61","2","o4-23i28-50o"
"YP_003858408.1","205","0.00","0.00","0","o"
"YP_003858409.1","739","1.66","0.00","0","o"
"YP_003858410.1","112","0.00","0.00","0","i"
"YP_003858411.1","170","0.00","0.00","0","o"
"YP_003858412.1","81","0.00","0.00","0","o"
"YP_003858413.1","80","0.00","0.00","0","i"
"YP_003858414.1","93","0.00","0.00","0","o"
"YP_003858415.1","63","42.53","42.52","2","o4-23i28-50o"
"YP_003858416.1","95","0.02","0.02","0","o"
"YP_003858417.1","143","0.00","0.00","0","i"
"YP_003858418.1","84","0.00","0.00","0","o"
"YP_003858419.1","302","0.01","0.00","0","o"
"YP_003858420.1","87","0.00","0.00","0","o"
"YP_003858421.1","89","0.00","0.00","0","o"
"YP_003858422.1","328","0.01","0.00","0","o"
"YP_003858423.1","177","4.25","0.95","0","i"
"YP_003858424.1","125","0.00","0.00","0","o"
"YP_003858425.1","83","0.00","0.00","0","i"
"YP_003858426.1","191","0.03","0.02","0","o"
"YP_003858427.1","90","0.02","0.02","0","o"
"YP_003858428.1","64","0.07","0.07","0","i"
"YP_003858429.1","353","2.37","2.02","0","o"
"YP_003858430.1","304","21.26","21.25","1","i13-35o"
"YP_003858431.1","127","1.02","1.02","0","o"
"YP_003858432.1","93","0.10","0.10","0","i"
"YP_003858433.1","130","0.00","0.00","0","i"
"YP_003858434.1","194","0.01","0.00","0","o"
"YP_003858435.1","70","0.00","0.00","0","i"
"YP_003858436.1","47","18.83","18.83","1","o4-21i"
"YP_003858437.1","108","0.01","0.01","0","o"
"YP_003858438.1","133","1.17","1.16","0","o"
"YP_003858439.1","77","0.00","0.00","0","i"
"YP_003858440.1","112","0.03","0.03","0","o"
"YP_003858441.1","179","0.30","0.01","0","o"
"YP_003858442.1","186","0.02","0.00","0","o"
"YP_003858443.1","58","0.00","0.00","0","i"
"YP_003858444.1","65","0.00","0.00","0","o"
"YP_003858445.1","449","1.63","1.20","0","o"
"YP_003858446.1","152","0.02","0.01","0","o"
"YP_003858447.1","131","0.00","0.00","0","o"
"YP_003858448.1","131","0.03","0.03","0","o"
"YP_003858449.1","106","0.00","0.00","0","i"
"YP_003858450.1","87","0.00","0.00","0","o"
"YP_003858451.1","87","4.40","3.73","0","o"
"YP_003858452.1","148","1.51","0.00","0","o"
"YP_003858453.1","115","0.01","0.00","0","o"
"YP_003858454.1","108","0.02","0.02","0","o"
"YP_003858455.1","99","0.00","0.00","0","o"
"YP_003858456.1","384","0.08","0.00","0","o"
"YP_003858457.1","68","0.00","0.00","0","i"
"YP_003858458.1","86","0.00","0.00","0","o"
"YP_003858459.1","66","0.00","0.00","0","o"
"YP_003858460.1","48","0.00","0.00","0","o"
"YP_003858461.1","83","0.00","0.00","0","i"
"YP_003858462.1","57","0.02","0.02","0","o"
"YP_003858463.1","92","0.00","0.00","0","o"
"YP_003858464.1","196","0.00","0.00","0","o"
"YP_003858465.1","134","0.35","0.00","0","o"
"YP_003858466.1","67","0.23","0.19","0","i"
"YP_003858467.1","102","0.01","0.00","0","o"
"YP_003858468.1","177","1.28","0.16","0","o"
"YP_003858469.1","109","22.11","0.00","1","i84-106o"
"YP_003858470.1","86","0.00","0.00","0","o"
"YP_003858471.1","128","0.04","0.01","0","o"
"YP_003858472.1","137","0.01","0.01","0","o"
"YP_003858473.1","79","0.00","0.00","0","i"
"YP_003858474.1","88","0.01","0.01","0","o"
"YP_003858475.1","100","0.59","0.37","0","o"
"YP_003858476.1","112","0.01","0.01","0","o"
"YP_003858477.1","46","27.32","27.32","1","o15-37i"
"YP_003858478.1","24","0.13","0.13","0","i"
"YP_003858479.1","46","0.09","0.09","0","o"
"YP_003858480.1","57","0.00","0.00","0","o"
"YP_003858481.1","173","0.00","0.00","0","o"
"YP_003858482.1","86","0.00","0.00","0","i"
"YP_003858483.1","219","0.00","0.00","0","o"
"YP_003858484.1","179","0.07","0.01","0","o"
"YP_003858485.1","261","0.00","0.00","0","o"
"YP_003858486.1","284","0.02","0.00","0","o"
"YP_003858487.1","229","0.00","0.00","0","o"
"YP_003858488.1","146","0.00","0.00","0","o"
"YP_003858489.1","184","0.00","0.00","0","o"
"YP_003858490.1","588","0.13","0.00","0","o"
"YP_003858491.1","690","17.02","0.00","0","o"
"YP_003858492.1","225","0.78","0.33","0","o"
"YP_003858493.1","637","1.05","0.75","0","o"
